GeneName	Astro_GFP_AD_63694	Astro_GFP_WT_63702	Astro_GFP_WT_63703	Astro_GFP_WT_63746	Astro_GFP_WT_63747	Astro_GFP_WT_63765	Astro_GFP_WT_63778	Astro_SOCS3_WT_63704	Astro_SOCS3_WT_63750	Astro_SOCS3_WT_63780	Astro_SOCS3_WT_63796	Astro_SOCS3_WT_63799
ENSMUSG00000026199	2112	2553	461	2625	2047	413	3138	1518	1759	3522	2508	2519
ENSMUSG00000026200	832	1679	2779	1540	1980	405	2033	776	1223	2269	1326	2107
ENSMUSG00000026201	4854	3088	2434	3068	3514	3590	2895	2176	3317	4189	4355	3319
ENSMUSG00000026202	7999	10573	7790	12293	10361	9799	5778	7208	12284	8775	9205	9766
ENSMUSG00000026203	2227	2396	1983	2521	2338	2361	2118	1875	2870	2861	2248	2963
ENSMUSG00000026204	1	57	0	64	131	44	46	3	32	11	28	8
ENSMUSG00000033061	30	5	0	11	219	0	23	4	5	4	0	3
ENSMUSG00000026209	4328	4344	3080	2703	4969	5192	3163	2937	4070	4098	4108	4213
ENSMUSG00000026208	96	245	0	102	0	576	115	0	26	150	24	44
ENSMUSG00000026207	801	965	302	1174	1498	1131	562	837	1240	1109	1178	935
ENSMUSG00000033021	2164	1610	1302	1897	4126	3060	1789	1632	1985	2217	2550	2188
ENSMUSG00000033007	0	0	0	28	0	0	31	13	20	11	0	0
ENSMUSG00000032997	3149	4503	2389	3607	2826	1985	2698	3592	3970	4019	4401	3859
ENSMUSG00000026211	568	1119	0	676	248	625	947	398	1000	862	524	789
ENSMUSG00000051703	357	284	147	451	781	1259	287	312	545	475	392	471
ENSMUSG00000032968	29	61	23	29	7	0	26	65	113	128	71	92
ENSMUSG00000026213	533	625	542	711	574	153	803	551	666	613	694	971
ENSMUSG00000006576	2023	1528	990	1005	911	2375	1621	1138	1840	2459	2116	1581
ENSMUSG00000026235	128	302	356	580	405	372	296	570	894	522	503	730
ENSMUSG00000032908	266	467	958	317	581	501	430	20	71	46	1	74
ENSMUSG00000026245	1380	2595	1551	2274	1942	1113	1261	1683	2574	1785	1890	2072
ENSMUSG00000012187	8	6	47	27	39	0	2	25	32	13	32	14
ENSMUSG00000032883	28936	81265	44439	59651	78796	23456	63397	53971	72323	70915	55187	104288
ENSMUSG00000079470	659	743	68	1275	671	20	855	778	1771	859	739	2301
ENSMUSG00000047330	0	69	0	364	0	193	245	27	0	39	0	0
ENSMUSG00000050711	701	333	0	410	279	242	289	358	359	252	418	416
ENSMUSG00000073643	183	288	2	234	676	128	428	221	506	433	409	547
ENSMUSG00000026248	1093	1222	587	959	1512	719	580	998	1323	986	960	1064
ENSMUSG00000026249	55523	120610	89884	92526	135792	66015	65220	52276	68885	68222	69361	83704
ENSMUSG00000067106	39	57	102	52	135	74	25	56	61	48	48	48
ENSMUSG00000004364	2300	4567	2267	3095	6433	1372	2941	2344	3345	2533	2771	3723
ENSMUSG00000038608	366	627	5	137	0	20	153	105	52	51	24	111
ENSMUSG00000055980	32	225	6	102	288	20	225	101	115	127	125	287
ENSMUSG00000026142	1209	2819	1690	1987	1512	507	2370	1490	2084	2161	1479	2843
ENSMUSG00000067158	99	0	0	32	36	157	9	94	36	20	35	44
ENSMUSG00000079465	0	2	0	56	0	0	60	11	25	56	2	14
ENSMUSG00000097564	0	13	0	15	63	0	66	34	61	23	10	52
ENSMUSG00000026150	8871	9690	8311	8845	11706	7532	5233	7522	9615	9071	8181	9900
ENSMUSG00000101450	0	0	157	20	0	9	0	12	19	0	2	15
ENSMUSG00000026159	462	1845	24	1457	2413	1081	1055	903	1325	802	1201	1264
ENSMUSG00000038496	42	490	0	385	398	66	428	13	120	144	18	111
ENSMUSG00000101315	35	19	0	13	0	5	15	0	0	6	0	0
ENSMUSG00000053161	106	118	0	163	0	0	82	0	8	31	40	220
ENSMUSG00000045658	2602	4235	2472	3981	6753	3336	3737	3466	4113	4527	3938	6033
ENSMUSG00000036766	5737	12198	6564	7032	9548	4063	7279	7108	7671	11085	8404	14609
ENSMUSG00000102481	0	70	0	0	0	40	141	100	41	17	51	105
ENSMUSG00000026219	1367	1427	1327	1230	3204	683	999	1062	1696	1696	1391	1589
ENSMUSG00000073633	702	524	362	524	383	306	297	164	318	320	282	461
ENSMUSG00000070034	0	94	298	60	0	259	40	0	24	52	0	12
ENSMUSG00000070031	5	8	1	22	10	40	31	11	9	13	12	19
ENSMUSG00000026222	112	270	818	450	307	472	307	10	40	87	87	43
ENSMUSG00000052760	74	2	0	20	0	253	28	0	0	0	0	0
ENSMUSG00000036707	1891	3781	2574	3201	2200	1094	2755	2706	3146	2205	1918	3299
ENSMUSG00000026223	35988	42479	25198	32010	36431	31411	26748	26591	34783	32292	33273	36446
ENSMUSG00000026224	612	499	588	362	848	948	779	300	348	772	594	805
ENSMUSG00000099342	165	138	0	141	25	0	98	25	62	64	65	118
ENSMUSG00000026226	700	460	242	347	343	293	458	480	610	732	706	611
ENSMUSG00000026227	7040	9843	5544	9160	8348	4928	7750	7352	8692	8443	8592	11415
ENSMUSG00000026229	4090	5710	7287	5674	6281	3444	4388	4733	6060	5620	5214	5667
ENSMUSG00000062590	199	944	346	1095	1065	792	419	532	924	871	845	929
ENSMUSG00000079445	30	0	0	26	0	0	33	0	3	20	24	10
ENSMUSG00000026234	4682	3389	2345	3862	3292	3912	2919	3403	4122	3446	3198	4276
ENSMUSG00000073627	59	89	20	47	36	48	53	73	16	47	54	31
ENSMUSG00000026238	4833	3163	1643	3196	4563	4656	2167	3365	5473	2970	3844	3715
ENSMUSG00000026239	3504	2852	2434	2993	5461	3657	1757	2146	3059	2648	2793	2424
ENSMUSG00000026240	845	840	813	490	747	1464	864	450	770	1285	963	1081
ENSMUSG00000026241	45	40	4	60	59	60	68	0	7	15	7	69
ENSMUSG00000053333	111	635	1014	416	262	260	454	448	256	356	507	773
ENSMUSG00000100768	19	0	0	3	0	10	0	0	6	59	19	19
ENSMUSG00000102383	0	0	42	52	81	0	37	28	25	0	8	33
ENSMUSG00000084106	26	23	16	23	23	28	12	22	41	17	30	24
ENSMUSG00000103984	2	42	72	56	138	200	21	51	76	64	44	8
ENSMUSG00000026247	238	127	0	174	0	0	106	0	0	25	47	0
ENSMUSG00000026254	1368	2027	2073	1290	2426	555	1036	1315	1946	1779	1753	2213
ENSMUSG00000026255	3008	3309	2399	2698	2992	1692	2341	1923	3118	3196	1883	4103
ENSMUSG00000048000	1169	1306	923	1130	1047	885	1058	892	1610	1200	1090	1476
ENSMUSG00000079436	75	370	2189	2583	0	0	0	0	477	306	100	6
ENSMUSG00000026259	12832	15478	11940	11935	14442	9089	13803	14179	18317	16496	16553	18831
ENSMUSG00000079434	111	136	0	288	0	32	49	52	24	59	105	101
ENSMUSG00000026288	802	1074	1	670	222	207	453	83	140	192	149	227
ENSMUSG00000026289	1215	1862	251	1432	2567	1892	2012	1185	1761	1911	1077	1378
ENSMUSG00000087968	0	22	154	28	0	89	30	14	79	19	36	26
ENSMUSG00000070738	1253	1204	214	542	902	842	1336	690	1026	1054	1305	941
ENSMUSG00000101942	1	2	5	21	0	16	0	11	18	2	8	23
ENSMUSG00000103591	13	27	0	11	0	0	11	21	7	14	20	21
ENSMUSG00000005501	693	1501	225	1109	1410	1307	1701	861	1697	1476	1023	1986
ENSMUSG00000090124	0	57	202	0	54	0	35	0	18	1	20	0
ENSMUSG00000054545	12	120	18	99	98	3	148	17	112	109	54	58
ENSMUSG00000081984	111	95	98	85	244	92	118	139	185	137	104	171
ENSMUSG00000079429	99	12	284	35	0	28	35	66	106	110	32	23
ENSMUSG00000044783	3712	3389	4686	2847	2473	2301	4090	2089	4292	4233	3496	3942
ENSMUSG00000049866	404	117	84	91	144	9	88	36	84	67	91	66
ENSMUSG00000036206	556	840	860	606	0	376	659	57	282	301	136	433
ENSMUSG00000055013	666	383	0	340	178	1297	381	199	332	220	160	253
ENSMUSG00000104114	110	40	0	0	0	100	40	14	26	25	15	33
ENSMUSG00000026301	759	522	603	842	1056	0	478	0	198	355	107	920
ENSMUSG00000044337	589	703	371	565	539	1281	331	236	379	341	144	413
ENSMUSG00000034432	3590	4664	1484	3487	3900	2695	2526	2811	3197	2831	3095	3244
ENSMUSG00000048126	28	66	0	13	0	0	51	0	0	0	0	0
ENSMUSG00000026303	0	190	0	67	0	351	77	18	5	29	1	0
ENSMUSG00000026305	603	240	2184	543	817	329	463	272	286	535	343	272
ENSMUSG00000034353	25161	20705	20663	17470	33021	30592	10472	13075	20852	14115	19066	15686
ENSMUSG00000034343	1568	2234	1873	2087	3426	2496	1093	1624	2136	1483	1867	1607
ENSMUSG00000026307	547	1373	1041	1187	1017	524	1336	725	1777	1224	1372	1334
ENSMUSG00000026309	2185	2383	1155	2023	3742	1557	2074	1830	2736	2957	2807	3079
ENSMUSG00000067071	1865	1938	2273	1886	2645	2116	1125	1387	2121	1795	2523	2088
ENSMUSG00000055866	1191	1456	786	1125	1233	288	1860	567	1209	1534	746	1232
ENSMUSG00000034292	66	236	9	242	534	33	199	208	270	331	149	221
ENSMUSG00000026311	556	274	27	355	55	0	343	289	507	397	374	451
ENSMUSG00000026313	3259	2925	1148	3204	2576	2346	2931	2692	4223	2384	2899	3060
ENSMUSG00000026260	6398	7631	5326	7130	12717	7620	4760	6263	9319	6510	7883	7537
ENSMUSG00000073616	1408	1518	1254	1205	2794	2245	519	890	1692	894	1293	1119
ENSMUSG00000034220	663	1008	757	822	469	513	918	623	902	1050	831	1251
ENSMUSG00000047067	919	534	293	669	463	1017	326	391	616	551	672	514
ENSMUSG00000097251	231	71	44	71	130	13	76	57	197	66	69	136
ENSMUSG00000026269	1557	2339	382	1800	2200	704	2297	1661	1807	2453	1482	2461
ENSMUSG00000100632	61	67	0	71	72	100	89	93	180	84	51	106
ENSMUSG00000026270	1665	1408	866	1401	1336	2404	1411	874	1176	1562	1684	1681
ENSMUSG00000026271	0	0	0	6	160	0	32	7	82	38	14	38
ENSMUSG00000014602	7496	7987	7121	6240	9922	7614	9796	6253	7215	8007	5232	9155
ENSMUSG00000084989	175	81	155	86	0	0	248	25	0	47	106	295
ENSMUSG00000047793	420	729	770	634	1584	93	1089	679	1126	1176	749	919
ENSMUSG00000026273	729	664	254	698	409	1092	631	401	944	756	743	936
ENSMUSG00000026274	0	1	0	89	81	0	109	75	69	109	9	99
ENSMUSG00000026275	1105	1460	1731	1532	1947	105	1355	969	1397	1214	1474	1282
ENSMUSG00000034088	940	2494	442	2236	2614	2457	2372	1283	1606	1177	1288	1934
ENSMUSG00000026276	0	29	5	41	57	0	15	10	55	30	26	33
ENSMUSG00000034066	133	363	544	312	91	34	227	342	223	263	176	270
ENSMUSG00000103854	0	6	0	4	0	0	0	20	24	0	41	2
ENSMUSG00000026277	5894	5918	5830	6690	9189	4723	6375	4936	7024	7271	6614	7321
ENSMUSG00000026278	948	308	394	694	363	1425	327	49	148	227	84	403
ENSMUSG00000026279	506	522	218	338	466	235	346	435	515	390	272	345
ENSMUSG00000026280	2121	2624	2450	1735	4052	2729	2283	2091	2352	2568	2312	2439
ENSMUSG00000026281	2366	1874	377	1818	3038	1513	1805	1628	2503	2345	2490	2755
ENSMUSG00000026283	119	585	3	358	330	106	371	196	554	297	389	410
ENSMUSG00000073609	665	937	691	758	605	37	614	636	739	955	727	1098
ENSMUSG00000034000	226	543	0	557	750	0	56	39	188	84	3	72
ENSMUSG00000100347	26	49	1	69	33	27	43	44	43	59	42	56
ENSMUSG00000051185	2613	2242	1919	2054	2332	1386	1123	1298	1735	1441	1811	1916
ENSMUSG00000103973	112	19	0	29	0	0	11	14	0	32	45	46
ENSMUSG00000081051	48	50	48	45	52	106	15	42	71	47	46	32
ENSMUSG00000040710	30	281	0	489	33	45	154	3	0	40	0	3
ENSMUSG00000044768	191	1116	639	1016	1972	1640	1184	1237	1732	1270	1826	1742
ENSMUSG00000040648	689	545	1	329	1355	142	648	55	440	585	527	327
ENSMUSG00000026333	658	418	220	556	1075	715	304	382	653	500	788	589
ENSMUSG00000026335	144	137	220	143	139	286	106	181	239	228	148	200
ENSMUSG00000089782	34	19	31	24	42	39	17	35	62	29	24	22
ENSMUSG00000089706	0	44	0	11	2	113	5	36	38	37	28	24
ENSMUSG00000100009	349	442	157	372	970	343	820	321	726	703	857	1109
ENSMUSG00000099686	44	186	9	29	378	47	20	136	90	101	146	118
ENSMUSG00000082431	29	18	29	16	37	19	3	13	14	12	10	29
ENSMUSG00000050840	1287	929	1336	599	1083	1498	988	1695	2015	1477	1381	1457
ENSMUSG00000103991	11	13	0	62	0	0	0	19	2	16	0	25
ENSMUSG00000047496	133	29	0	49	0	0	41	0	1	0	4	21
ENSMUSG00000067017	7	23	21	23	30	3	15	7	19	15	8	23
ENSMUSG00000056536	518	639	210	860	1637	94	840	256	573	547	859	797
ENSMUSG00000026319	605	1226	148	421	1145	155	1260	795	904	652	703	1236
ENSMUSG00000104044	139	17	0	39	31	24	0	25	97	41	23	63
ENSMUSG00000026321	65	117	0	127	0	152	4	48	0	0	0	26
ENSMUSG00000099843	25	105	107	109	285	114	90	63	110	63	117	162
ENSMUSG00000038866	713	273	676	311	477	323	402	400	297	473	311	520
ENSMUSG00000044340	2703	4395	3037	4403	4778	2666	4020	3900	5393	4171	3138	5682
ENSMUSG00000103291	0	99	7	68	173	3	29	116	343	78	142	250
ENSMUSG00000057329	3375	3109	1571	2135	2917	2188	3561	2367	3777	3435	2753	3924
ENSMUSG00000009905	2025	3091	2663	2010	3686	1172	2016	2942	3698	2424	2433	3138
ENSMUSG00000009907	504	2577	2648	2007	2760	800	1420	1360	2150	1606	1351	2350
ENSMUSG00000067006	0	16	0	43	0	31	0	13	22	0	18	20
ENSMUSG00000047216	485	3102	573	1727	5095	555	1945	1335	2424	1357	1355	2480
ENSMUSG00000102160	61	3	0	18	0	82	29	12	64	16	43	18
ENSMUSG00000038702	159	276	1	287	0	234	256	93	346	125	103	170
ENSMUSG00000026374	5019	3856	3191	4153	4503	3660	2981	3389	4735	3972	3467	4603
ENSMUSG00000026377	1158	1232	280	1331	1062	744	978	970	1749	1138	1460	1678
ENSMUSG00000064302	1163	1541	465	1716	1394	737	2060	1253	1538	1753	1906	1848
ENSMUSG00000107722	60	4	0	11	44	0	8	27	40	28	43	25
ENSMUSG00000026380	204	452	942	330	501	2	352	564	407	252	347	241
ENSMUSG00000048402	561	714	912	1156	854	660	1998	839	1199	1147	1679	967
ENSMUSG00000097408	14	18	225	32	0	107	8	52	88	58	119	26
ENSMUSG00000037035	449	1258	1563	972	1320	153	904	827	1444	771	940	1265
ENSMUSG00000004451	893	2203	1181	1300	1561	1306	1281	1142	1303	1279	1137	1573
ENSMUSG00000098447	59	15	0	16	22	29	17	15	61	25	19	26
ENSMUSG00000098923	1454	1552	794	1958	2062	889	1437	1676	2648	1995	1727	2251
ENSMUSG00000026383	951	1330	1	1172	2000	864	1232	1179	1485	1348	814	1438
ENSMUSG00000026384	904	883	245	1243	1659	505	762	1407	1436	1144	1301	1437
ENSMUSG00000103146	0	38	0	24	0	126	0	17	56	21	6	25
ENSMUSG00000036975	548	950	991	887	2324	413	817	497	845	812	940	1112
ENSMUSG00000036962	90	59	175	161	0	0	161	4	0	17	28	193
ENSMUSG00000026387	492	86	215	346	319	237	392	296	406	654	438	553
ENSMUSG00000050777	282	252	109	309	248	380	149	130	200	144	211	263
ENSMUSG00000026385	45150	36645	27620	28626	63243	49174	15767	24613	47987	26344	35447	38693
ENSMUSG00000026388	61	52	51	64	82	205	32	46	71	36	82	69
ENSMUSG00000026389	844	1472	312	951	1254	899	892	1571	2088	1117	1293	1407
ENSMUSG00000097881	1052	1097	732	987	2466	939	1135	814	1878	1390	1381	1416
ENSMUSG00000003721	1953	3366	3358	2400	3467	2254	2093	1908	2618	2398	2267	2953
ENSMUSG00000104253	164	76	0	46	225	0	178	39	205	67	103	198
ENSMUSG00000026339	799	843	61	525	1517	1418	981	576	1174	702	490	772
ENSMUSG00000050534	500	101	494	1072	570	0	157	61	12	19	324	258
ENSMUSG00000001674	1040	1043	596	671	1095	1188	977	1024	1112	926	1070	1065
ENSMUSG00000026341	2101	3705	2197	3998	4030	986	2919	2354	2911	2900	2233	3388
ENSMUSG00000026342	1833	3277	3177	2564	3023	408	1952	2172	2686	2952	2302	3684
ENSMUSG00000026344	26	20	208	32	27	0	20	4	10	4	11	8
ENSMUSG00000049690	969	1395	1337	1140	2017	157	2065	832	1604	1748	908	2022
ENSMUSG00000036155	1507	1283	972	1514	1149	1950	1625	2355	3772	2297	2844	2143
ENSMUSG00000104378	172	0	0	40	0	82	19	75	198	51	30	49
ENSMUSG00000099471	0	23	1	1	36	0	11	17	14	56	45	8
ENSMUSG00000026347	52	60	0	114	407	158	53	0	18	35	17	13
ENSMUSG00000026348	17	8	0	13	37	0	5	20	9	19	9	19
ENSMUSG00000026349	3526	4535	2674	3323	4209	3385	4159	2842	4523	3994	4458	4842
ENSMUSG00000051590	449	335	840	486	1353	53	709	257	366	518	328	993
ENSMUSG00000036104	1160	2600	897	1785	1341	1060	1805	981	1489	2118	1245	2095
ENSMUSG00000036086	133	334	3	234	214	282	220	154	52	340	152	387
ENSMUSG00000099760	0	0	0	0	0	0	0	12	1	0	15	10
ENSMUSG00000058603	19	8	9	4	19	19	4	12	21	1	16	10
ENSMUSG00000056211	1463	1273	541	1253	488	1032	1485	995	1394	1064	1159	1296
ENSMUSG00000103497	0	0	0	0	0	3	5	30	39	13	14	25
ENSMUSG00000026353	2439	4054	1993	3094	4001	2561	2295	2733	3267	3221	3360	3524
ENSMUSG00000026355	36	403	0	394	0	401	418	149	319	138	109	338
ENSMUSG00000026356	4957	7146	5543	5473	8831	5182	4099	5147	6702	5085	5450	7057
ENSMUSG00000045382	78	12	1	61	0	22	55	43	41	24	19	85
ENSMUSG00000026399	61	191	36	395	96	209	106	10	12	152	98	260
ENSMUSG00000085526	61	25	0	93	133	0	11	2	17	8	17	40
ENSMUSG00000026409	500	763	175	494	1519	1	1208	521	911	884	1004	1156
ENSMUSG00000046404	274	672	739	649	802	686	561	565	596	689	692	844
ENSMUSG00000104515	201	0	0	0	0	158	18	36	101	46	27	29
ENSMUSG00000042510	75	228	0	117	656	43	84	299	38	251	107	91
ENSMUSG00000016528	1000	2224	690	1427	823	615	1414	1247	1323	1295	1148	1660
ENSMUSG00000016526	240	158	1	142	109	8	141	0	58	217	244	263
ENSMUSG00000026427	1519	1897	1492	1635	2544	1208	1786	1521	1953	2763	1708	2240
ENSMUSG00000026430	163	409	669	106	74	2	127	11	36	102	94	118
ENSMUSG00000042349	314	302	0	376	319	47	469	186	345	535	425	293
ENSMUSG00000026425	1048	1605	2672	2004	953	2693	2215	1270	1551	1932	2104	1928
ENSMUSG00000104060	45	14	0	58	0	45	18	17	17	47	0	22
ENSMUSG00000055184	83	49	0	82	30	42	50	63	24	36	40	57
ENSMUSG00000052688	45	76	0	128	0	118	224	72	95	247	226	196
ENSMUSG00000042251	535	2567	565	2241	2488	1465	1724	1651	1573	2029	1860	2154
ENSMUSG00000013275	4875	15597	9453	9867	10485	4265	10135	10015	10953	12256	9607	14253
ENSMUSG00000026433	1168	1393	729	1293	2144	1420	1007	953	1425	1406	1625	1637
ENSMUSG00000026434	890	1063	1465	1418	1395	1133	841	922	1448	680	1129	1197
ENSMUSG00000026436	228	221	218	254	116	76	344	268	338	282	197	331
ENSMUSG00000059149	6	176	0	195	245	0	298	43	72	34	14	142
ENSMUSG00000042115	0	13	0	19	0	0	0	9	21	20	26	0
ENSMUSG00000009772	203	155	0	183	0	89	46	12	0	92	79	67
ENSMUSG00000042066	355	687	24	442	583	1073	413	444	565	497	349	384
ENSMUSG00000042046	843	2796	535	1973	1526	447	2163	1347	1761	1368	1238	1474
ENSMUSG00000097760	35	48	0	55	0	0	33	39	16	65	28	35
ENSMUSG00000026439	1371	1945	481	1084	2466	100	1178	1244	1663	1663	1285	1490
ENSMUSG00000048174	239	314	4	203	344	341	359	438	376	358	404	366
ENSMUSG00000053024	0	0	0	86	56	11	68	21	55	35	50	122
ENSMUSG00000026442	573	1292	1671	1459	1617	555	1286	1164	1888	1399	1056	1409
ENSMUSG00000026443	584	1966	0	1098	362	483	807	798	629	704	826	968
ENSMUSG00000054387	1853	1543	1096	1455	1945	1249	2219	1673	2790	3203	2213	2349
ENSMUSG00000046062	1315	2392	869	1721	1649	409	1793	1469	1555	1441	1261	2155
ENSMUSG00000041757	475	55	53	71	0	163	104	10	8	61	47	126
ENSMUSG00000101693	48	6	306	62	0	0	18	0	0	47	10	72
ENSMUSG00000070644	237	113	248	102	0	122	46	78	122	24	67	208
ENSMUSG00000070643	1147	2091	390	677	1442	998	1560	881	904	1135	1008	1475
ENSMUSG00000090553	810	591	301	620	765	983	338	500	1003	471	796	728
ENSMUSG00000102976	159	263	384	296	99	211	198	175	218	201	180	276
ENSMUSG00000094410	1	5	15	19	28	0	15	22	11	20	12	26
ENSMUSG00000026463	71	43	37	81	205	14	82	32	154	72	123	75
ENSMUSG00000010311	71	87	216	34	28	512	73	129	90	94	100	104
ENSMUSG00000090208	0	3	0	0	0	0	0	12	24	12	21	9
ENSMUSG00000041577	14271	27004	13626	20659	19473	11286	14546	15004	21229	17624	16820	21475
ENSMUSG00000041559	1055	920	538	639	410	59	204	330	246	164	422	291
ENSMUSG00000020423	3057	4917	3671	4998	3182	2999	4256	1758	1509	2669	2162	2612
ENSMUSG00000102380	26	0	0	1	0	0	3	49	0	19	20	28
ENSMUSG00000064246	5488	7202	9545	6256	10933	6470	5319	5708	6720	6521	7290	6505
ENSMUSG00000042429	2781	4777	2936	2928	3282	2229	3683	2590	2363	2195	1743	3334
ENSMUSG00000026458	544	617	725	123	0	482	103	48	4	37	53	78
ENSMUSG00000042305	880	2257	1193	1872	3297	1031	2616	1262	2039	2404	2120	2044
ENSMUSG00000026456	565	829	1485	1320	548	557	733	679	1283	1435	977	1036
ENSMUSG00000026457	5162	7356	8925	7029	6017	4888	4777	4347	5932	6281	5878	6889
ENSMUSG00000102722	84	26	0	14	33	149	16	5	23	26	7	34
ENSMUSG00000026455	139	849	50	808	1768	604	767	725	1192	886	549	1104
ENSMUSG00000042229	1253	1397	1098	1368	2273	829	933	999	1285	1008	1143	1508
ENSMUSG00000042207	997	2142	296	1574	2473	536	2638	1424	1729	2168	1514	2966
ENSMUSG00000073557	623	952	1294	529	221	173	979	559	323	529	666	374
ENSMUSG00000103614	0	0	0	24	40	0	19	14	14	22	0	40
ENSMUSG00000026429	0	10	0	5	0	0	0	0	18	13	16	18
ENSMUSG00000042793	750	1725	180	488	842	432	1794	456	483	599	619	1091
ENSMUSG00000026426	3521	5071	4211	3803	5264	4519	2663	3245	5149	3881	4276	4411
ENSMUSG00000087721	12	38	0	21	16	63	46	10	18	16	28	37
ENSMUSG00000085311	98	28	0	19	65	59	75	16	68	14	63	55
ENSMUSG00000026424	136471	175354	111298	156201	170863	119716	114491	184053	235156	193459	186572	207335
ENSMUSG00000079139	58	107	99	73	154	21	70	48	85	68	66	113
ENSMUSG00000097680	0	39	0	0	40	0	56	39	96	46	26	41
ENSMUSG00000041926	1844	2548	2336	2326	2435	1469	2436	1967	2920	2720	2714	2982
ENSMUSG00000062580	4004	3844	3339	3852	5551	4719	2276	2555	4266	3365	4246	3339
ENSMUSG00000048096	78	78	0	30	45	23	69	5	21	12	47	18
ENSMUSG00000041889	10793	9878	7495	8495	13758	13228	7144	8039	10445	9458	10362	9882
ENSMUSG00000041879	664	2744	306	2521	2032	2645	2876	1431	2319	2080	1499	2433
ENSMUSG00000009418	380	71	0	330	9	1087	383	47	47	85	188	54
ENSMUSG00000026421	24674	25970	20522	22533	29747	26190	15457	33675	42728	29987	35290	27370
ENSMUSG00000041801	459	755	347	688	444	931	381	403	608	482	650	562
ENSMUSG00000026411	2493	3041	2411	2421	3309	2694	2302	2235	3775	2948	3264	3232
ENSMUSG00000086264	109	38	0	1	0	0	10	46	24	56	9	29
ENSMUSG00000041642	796	505	856	494	337	1300	687	876	1334	1047	948	990
ENSMUSG00000041605	21	61	0	59	0	0	60	11	27	23	0	35
ENSMUSG00000041570	506	1123	125	922	1438	216	1099	667	695	1069	719	1160
ENSMUSG00000097403	0	35	0	19	64	38	39	31	9	110	35	61
ENSMUSG00000026404	287	702	244	384	221	803	503	558	349	505	497	705
ENSMUSG00000041483	1374	950	1047	1171	898	446	1664	1149	1480	1147	1338	1771
ENSMUSG00000098243	21	20	0	51	34	4	26	24	54	22	32	38
ENSMUSG00000103038	77	7	0	60	219	47	25	26	108	18	25	32
ENSMUSG00000102277	0	0	0	0	0	0	26	14	12	4	7	15
ENSMUSG00000102142	11	0	0	10	109	0	22	0	17	12	0	12
ENSMUSG00000026395	0	260	0	281	2	65	173	0	3	24	0	0
ENSMUSG00000026393	1473	2656	2639	2552	2339	528	2189	1529	1724	1331	1702	2237
ENSMUSG00000102448	24	0	0	10	0	0	45	43	47	28	30	91
ENSMUSG00000019230	51	47	0	68	0	0	51	48	146	43	6	66
ENSMUSG00000079283	408	261	138	350	420	578	237	322	417	345	379	425
ENSMUSG00000102365	0	0	60	6	0	0	7	5	11	13	10	0
ENSMUSG00000056268	134	657	24	387	402	163	446	291	903	584	416	635
ENSMUSG00000104900	12	8	0	0	0	0	18	3	16	20	21	11
ENSMUSG00000102157	66	1	0	0	60	0	17	9	29	28	24	8
ENSMUSG00000105936	0	0	0	0	104	0	24	4	30	0	31	24
ENSMUSG00000102243	4	0	0	0	0	0	43	10	34	0	0	25
ENSMUSG00000033964	608	725	659	814	1193	563	786	639	1056	629	860	1384
ENSMUSG00000104496	21	12	29	20	12	9	16	17	19	18	15	15
ENSMUSG00000026365	237	1735	0	1204	701	934	1054	29	143	117	214	244
ENSMUSG00000101795	17	7	16	15	23	10	12	17	23	11	5	12
ENSMUSG00000026361	825	1720	1100	1408	1129	1174	1145	1175	1429	1066	1044	1932
ENSMUSG00000033849	1417	1862	1330	1126	1672	774	1487	1145	1642	821	770	1701
ENSMUSG00000018196	1253	3764	543	2304	3593	2505	1723	1635	2158	1811	1831	2411
ENSMUSG00000018199	1456	2551	290	2390	1877	1210	1875	2117	2247	1602	2062	2779
ENSMUSG00000018189	859	1054	496	916	1440	710	563	613	774	700	973	858
ENSMUSG00000100455	96	257	0	200	298	67	172	37	305	179	105	166
ENSMUSG00000026360	1142	730	367	689	55	1222	376	302	239	417	297	342
ENSMUSG00000026358	0	117	330	150	118	0	46	16	40	20	140	21
ENSMUSG00000099964	74	99	51	137	293	54	132	109	268	147	175	119
ENSMUSG00000035131	1706	2255	871	1509	3209	1520	2690	1898	1691	2423	1799	3447
ENSMUSG00000056220	128	118	0	253	0	406	94	0	3	0	2	66
ENSMUSG00000032487	0	37	0	0	0	0	0	37	63	49	0	0
ENSMUSG00000099875	12	4	8	5	9	10	5	13	12	6	9	11
ENSMUSG00000006010	1734	1914	1539	1920	2900	413	1477	1665	2138	1747	1716	2224
ENSMUSG00000006005	2786	1609	1771	2197	3740	800	2401	1675	2203	2142	2033	2494
ENSMUSG00000006014	2	6	0	3	0	36	16	13	10	27	17	4
